trace_id,trace_timestamp,meeting_id,guild_id,channel_id,snippet_user_id,snippet_timestamp,audio_seconds,audio_bytes,audio_attachment_bytes,audio_media_id,output_text,normalized_text,transcription_flags,suppressed,quiet_audio,quiet_by_peak,quiet_by_activity,hard_silence_detected,rate_mismatch_detected,prompt_echo_detected,prompt_echo_metrics,logprob_avg,logprob_min,logprob_tokens,transcript_char_count,transcript_word_count,transcript_syllable_count,words_per_second,syllables_per_second,noise_gate_metrics,trace_url_path,classification,classification_reasons,duplicate_group_id,near_duplicate_group_id,audio_mean_volume_db,audio_max_volume_db,audio_volume_status,full_transcript_match_score,full_transcript_match_method,full_transcript_match_window,full_transcript_match_found
d7baced21b465d6d70574779fa1ff522,2026-02-10T00:00:20.311Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,410270160406970369,1770681614049,0.82,157440,2600,EFBR4eLk7uqOMvul6-lZOd,Hello,hello,,False,False,False,False,False,False,False,"{""enabled"": true, ""eligible"": false, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 5, ""transcriptWordCount"": 1, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityThreshold"": 0.2}",-0.13895182311534882,-0.13895182311534882,1,5,1,2,1.2195121951219512,2.4390243902439024,"{""windowMs"": 20, ""totalWindows"": 41, ""peakDbfs"": -7.931804791002623, ""noiseFloorDbfs"": null, ""activeWindowCount"": 32, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/d7baced21b465d6d70574779fa1ff522,legit,clean_metrics,4,,-26.1,-7.9,,1.0,substring,,True
be35a69e8595caf49837c54753990a9c,2026-02-10T00:00:21.111Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,211750261922725888,1770681617955,1.22,234240,4976,OgxPi960w2iO_B3CetD_oq,How's it going?,how s it going,,False,False,False,False,False,False,False,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 14, ""transcriptWordCount"": 4, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityRatio"": 0.7142857142857143, ""similarityThreshold"": 0.2, ""comparedLength"": 14, ""distance"": 10}",-0.009317596507025882,-0.021300949156284332,5,15,3,3,2.459016393442623,2.459016393442623,"{""windowMs"": 20, ""totalWindows"": 61, ""peakDbfs"": -8.626771660380818, ""noiseFloorDbfs"": -57.63962958760263, ""activeWindowCount"": 34, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/be35a69e8595caf49837c54753990a9c,legit,clean_metrics,6,3,-27.8,-8.6,,1.0,substring,,True
bf48adacd5f12a5d48c662446a9305ef,2026-02-10T00:00:21.911Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,211750261922725888,1770681617955,1.22,234240,4976,OgxPi960w2iO_B3CetD_oq,How's it going?,how s it going,,False,False,False,False,False,False,False,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 14, ""transcriptWordCount"": 4, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityRatio"": 0.7142857142857143, ""similarityThreshold"": 0.2, ""comparedLength"": 14, ""distance"": 10}",-0.0074238276771211534,-0.02505127526819706,5,15,3,3,2.459016393442623,2.459016393442623,"{""windowMs"": 20, ""totalWindows"": 61, ""peakDbfs"": -8.626771660380818, ""noiseFloorDbfs"": -57.63962958760263, ""activeWindowCount"": 34, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/bf48adacd5f12a5d48c662446a9305ef,legit,clean_metrics,6,3,-27.8,-8.6,,1.0,substring,,True
65e1807d9365b79cd4b96644bcc8a1f6,2026-02-10T00:00:22.750Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,283102779772502016,1770681621498,0.46,88320,1664,idWKi9CP-FBFubtc3uwxP_,,,rate_mismatch|suppressed_rate_mismatch,True,False,False,False,False,True,False,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 55, ""transcriptWordCount"": 10, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityRatio"": 0.8, ""similarityThreshold"": 0.2, ""comparedLength"": 55, ""distance"": 44}",-1.217543613196661,-2.70705509185791,15,57,10,12,21.73913043478261,26.08695652173913,"{""windowMs"": 20, ""totalWindows"": 23, ""peakDbfs"": -26.73521390368256, ""noiseFloorDbfs"": null, ""activeWindowCount"": 14, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/65e1807d9365b79cd4b96644bcc8a1f6,unknown,no_output,,,-46.9,-26.8,,,empty,,False
40673a8d8c33859d2aa4dbcddde9b0f6,2026-02-10T00:00:23.512Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,283102779772502016,1770681621498,0.46,88320,1664,idWKi9CP-FBFubtc3uwxP_,,,rate_mismatch|suppressed_rate_mismatch|prompt_echo_substring|suppressed_prompt_echo,True,False,False,False,False,True,True,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 274, ""transcriptWordCount"": 41, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": true, ""similarityMatch"": false, ""similarityRatio"": 0.2773722627737226, ""similarityThreshold"": 0.2, ""comparedLength"": 274, ""distance"": 76}",-0.03770035097428818,-2.5787649154663086,118,326,48,73,104.34782608695652,158.69565217391303,"{""windowMs"": 20, ""totalWindows"": 23, ""peakDbfs"": -26.73521390368256, ""noiseFloorDbfs"": null, ""activeWindowCount"": 14, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/40673a8d8c33859d2aa4dbcddde9b0f6,hallucinated,prompt_echo_detected,,,-46.9,-26.8,,,empty,,False
1413ec5acb228e769153b89c2a9480e1,2026-02-10T00:00:26.762Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,410270160406970369,1770681622374,3.78,725760,14192,SPk_bgYa-cr0Gyl7fw3hRX,"It went pretty well, yep.",it went pretty well yep,,False,False,False,False,False,False,False,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 23, ""transcriptWordCount"": 5, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityRatio"": 0.8695652173913043, ""similarityThreshold"": 0.2, ""comparedLength"": 23, ""distance"": 20}",-0.2633353243297409,-0.6506255269050598,7,25,5,6,1.3227513227513228,1.5873015873015874,"{""windowMs"": 20, ""totalWindows"": 189, ""peakDbfs"": -5.098031246454769, ""noiseFloorDbfs"": -55.04043882793561, ""activeWindowCount"": 114, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/1413ec5acb228e769153b89c2a9480e1,legit,clean_metrics,,,-25.4,-5.1,,0.40909090909090906,fuzzy,82|93,False
502604a3038feb905a360e13d4a1311a,2026-02-10T00:00:27.560Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,211750261922725888,1770681625475,0.9,172800,3284,sv1yg3tgqlkgw04wOgauTj,Good,good,,False,False,False,False,False,False,False,"{""enabled"": true, ""eligible"": false, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 4, ""transcriptWordCount"": 1, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityThreshold"": 0.2}",-0.46998852491378784,-0.46998852491378784,1,4,1,1,1.1111111111111112,1.1111111111111112,"{""windowMs"": 20, ""totalWindows"": 45, ""peakDbfs"": -13.708779980472002, ""noiseFloorDbfs"": -68.03013165305762, ""activeWindowCount"": 22, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/502604a3038feb905a360e13d4a1311a,legit,clean_metrics,,,-35.4,-13.6,,1.0,substring,,True
8d11f02beddfca9e260eb08de2792c53,2026-02-10T00:00:28.360Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,283102779772502016,1770681624038,2.02,387840,2888,0h1hZk4KT6U7H09flgf-Wr,"Blackbelt33: Alright, let's get started.",blackbelt33 alright let s get started,,False,False,False,False,False,False,False,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 37, ""transcriptWordCount"": 6, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityRatio"": 0.8378378378378378, ""similarityThreshold"": 0.2, ""comparedLength"": 37, ""distance"": 31}",-0.75466112611519,-2.522352695465088,11,40,5,8,2.4752475247524752,3.9603960396039604,"{""windowMs"": 20, ""totalWindows"": 101, ""peakDbfs"": -42.561202172419776, ""noiseFloorDbfs"": null, ""activeWindowCount"": 71, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/8d11f02beddfca9e260eb08de2792c53,unknown,mixed_signals,7,4,-64.2,-42.5,,0.25,fuzzy,1830|1842,False
bb5e0f7bcb2ca2842dc64abbd8e58c7c,2026-02-10T00:00:29.160Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,283102779772502016,1770681624038,2.02,387840,2888,0h1hZk4KT6U7H09flgf-Wr,,,rate_mismatch|suppressed_rate_mismatch|prompt_echo_substring|suppressed_prompt_echo,True,False,False,False,False,True,True,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 274, ""transcriptWordCount"": 41, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": true, ""similarityMatch"": false, ""similarityRatio"": 0.2773722627737226, ""similarityThreshold"": 0.2, ""comparedLength"": 274, ""distance"": 76}",-0.035902026855562666,-2.4131369590759277,118,326,48,73,23.762376237623762,36.13861386138614,"{""windowMs"": 20, ""totalWindows"": 101, ""peakDbfs"": -42.561202172419776, ""noiseFloorDbfs"": null, ""activeWindowCount"": 71, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/bb5e0f7bcb2ca2842dc64abbd8e58c7c,hallucinated,prompt_echo_detected,,,-64.2,-42.5,,,empty,,False
677f3276102ac1f5658c4e2510f51eca,2026-02-10T00:00:29.960Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,410270160406970369,1770681628692,0.5,96000,1988,w-3oU9nM6dwD78WJdaBz7m,,,rate_mismatch|suppressed_rate_mismatch|prompt_echo_substring|suppressed_prompt_echo,True,False,False,False,False,True,True,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 274, ""transcriptWordCount"": 41, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": true, ""similarityMatch"": false, ""similarityRatio"": 0.2773722627737226, ""similarityThreshold"": 0.2, ""comparedLength"": 274, ""distance"": 76}",-0.03579475551354551,-2.5435068607330322,118,326,48,73,96,146,"{""windowMs"": 20, ""totalWindows"": 25, ""peakDbfs"": -17.076530514609757, ""noiseFloorDbfs"": null, ""activeWindowCount"": 16, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/677f3276102ac1f5658c4e2510f51eca,hallucinated,prompt_echo_detected,,,-31.8,-17.1,,,empty,,False
e0ae414aba153e01565a5a19e80cb608,2026-02-10T00:00:31.355Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,410270160406970369,1770681628692,0.5,96000,1988,w-3oU9nM6dwD78WJdaBz7m,,,rate_mismatch|suppressed_rate_mismatch,True,False,False,False,False,True,False,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 72, ""transcriptWordCount"": 14, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityRatio"": 0.6944444444444444, ""similarityThreshold"": 0.2, ""comparedLength"": 72, ""distance"": 50}",-0.7182290759014904,-2.730647325515747,16,73,14,19,28,38,"{""windowMs"": 20, ""totalWindows"": 25, ""peakDbfs"": -17.076530514609757, ""noiseFloorDbfs"": null, ""activeWindowCount"": 16, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/e0ae414aba153e01565a5a19e80cb608,unknown,no_output,,,-31.8,-17.1,,,empty,,False
6b9f7bfbe83de9e8aae6605277e39a6a,2026-02-10T00:00:33.257Z,3837e4e0-64e9-44ba-b5de-c3a6849832d6,480695542155051010,1162985500995493959,283102779772502016,1770681632177,0.5,96000,1196,ky-5GHBYHEC5OmM5lHU1xv,,,rate_mismatch|suppressed_rate_mismatch,True,False,False,False,False,True,False,"{""enabled"": true, ""eligible"": true, ""normalizedPromptLength"": 321, ""normalizedTranscriptLength"": 37, ""transcriptWordCount"": 6, ""minChars"": 12, ""minWords"": 2, ""substringMatch"": false, ""similarityMatch"": false, ""similarityRatio"": 0.8378378378378378, ""similarityThreshold"": 0.2, ""comparedLength"": 37, ""distance"": 31}",-0.7476209971355274,-2.497312545776367,11,40,5,8,10,16,"{""windowMs"": 20, ""totalWindows"": 25, ""peakDbfs"": -42.14419939295737, ""noiseFloorDbfs"": null, ""activeWindowCount"": 16, ""minActiveWindows"": 2, ""minPeakAboveNoiseDb"": 15, ""thresholdDbfs"": -45}",/project/cmjrpt3y8012kad072p82e3fc/traces/6b9f7bfbe83de9e8aae6605277e39a6a,unknown,no_output,,,-71.3,-42.3,,,empty,,False
